census,ID,Site,Rep,Lat,Long,Elevation,Gradient,Microsite,Nutrient,swc,Phacelia.surv,Plantago.surv,Salvia.surv,Phacelia,Plantago,Salvia,abundance,richness,proportional,Phacelia.biomass,Plantago.biomass,Salvia.biomass,phyto.biomass,,
initial,85,Barstow,25,35.09280402,-116.834736,571.756836,4,open,Added,7.6,,,,5,1,1,7,3,2.333333333,,,,,,
initial,86,Barstow,26,35.09286898,-116.834754,571.906128,4,shrub,Ambient,6.6,,,,,,1,1,1,1,,,,,,
initial,86,Barstow,26,35.09286898,-116.834754,571.906128,4,open,Ambient,9.2,,,,6,1,1,8,3,2.666666667,,,,,,
initial,87,Barstow,27,35.092901,-116.834569,571.691467,4,shrub,Added,6.4,,,,5,1,1,7,3,2.333333333,,,,,,
initial,87,Barstow,27,35.092901,-116.834569,571.691467,4,open,Added,9.1,,,,,,,0,0,0,,,,,,
initial,88,Barstow,28,35.09294802,-116.834503,571.934082,4,shrub,Ambient,5,,,,1,4,6,11,3,3.666666667,,,,,,
initial,88,Barstow,28,35.09294802,-116.834503,571.934082,4,open,Ambient,6.2,,,,,1,,1,1,1,,,,,,
initial,89,Barstow,29,35.09302204,-116.834682,571.486206,4,shrub,Added,6.6,,,,3,3,1,7,3,2.333333333,,,,,,
initial,89,Barstow,29,35.09302204,-116.834682,571.486206,4,open,Added,5.7,,,,2,1,,3,2,1.5,,,,,,
initial,90,Barstow,30,35.09311298,-116.834711,571.719482,4,shrub,Ambient,7.3,,,,2,1,,3,2,1.5,,,,,,
initial,90,Barstow,30,35.09311298,-116.834711,571.719482,4,open,Ambient,8.8,,,,1,,1,2,2,1,,,,,,
initial,91,MojavePreserve,1,34.698199,-115.684169,784.73,5,shrub,Added,4.6,,,,3,,1,4,2,2,,,,,,
initial,91,MojavePreserve,1,34.698199,-115.684169,784.73,5,open,Added,8.7,,,,9,6,2,17,3,5.666666667,,,,,,
initial,92,MojavePreserve,2,34.69811,-115.684086,784.646,5,shrub,Ambient,0,,,,3,,2,5,2,2.5,,,,,,
initial,92,MojavePreserve,2,34.69811,-115.684086,784.646,5,open,Ambient,5,,,,5,4,3,12,3,4,,,,,,
initial,93,MojavePreserve,3,34.69805,-115.68411,784.851,5,shrub,Added,4.2,,,,1,2,,3,2,1.5,,,,,,
initial,93,MojavePreserve,3,34.69805,-115.68411,784.851,5,open,Added,4.5,,,,,,5,5,1,5,,,,,,
initial,94,MojavePreserve,4,34.697983,-115.684098,784.833,5,shrub,Ambient,6.2,,,,7,2,4,13,3,4.333333333,,,,,,
initial,94,MojavePreserve,4,34.697983,-115.684098,784.833,5,open,Ambient,8.2,,,,9,2,8,19,3,6.333333333,,,,,,
initial,95,MojavePreserve,5,34.697921,-115.684108,784.553,5,shrub,Added,8.4,,,,9,,,9,1,9,,,,,,
initial,95,MojavePreserve,5,34.697921,-115.684108,784.553,5,open,Added,5.9,,,,4,1,5,10,3,3.333333333,,,,,,
initial,96,MojavePreserve,6,34.697944,-115.684324,784.263,5,shrub,Ambient,5.3,,,,2,2,3,7,3,2.333333333,,,,,,
initial,96,MojavePreserve,6,34.697944,-115.684324,784.263,5,open,Ambient,6.3,,,,6,3,1,10,3,3.333333333,,,,,,
initial,97,MojavePreserve,7,34.697886,-115.684317,784.366,5,shrub,Added,5.6,,,,3,,2,5,2,2.5,,,,,,
initial,97,MojavePreserve,7,34.697886,-115.684317,784.366,5,open,Added,3.4,,,,4,,1,5,2,2.5,,,,,,
initial,98,MojavePreserve,8,34.697841,-115.68436,784.235,5,shrub,Ambient,3.2,,,,1,1,5,7,3,2.333333333,,,,,,
initial,98,MojavePreserve,8,34.697841,-115.68436,784.235,5,open,Ambient,6.6,,,,8,4,3,15,3,5,,,,,,
initial,99,MojavePreserve,9,34.697816,-115.684347,783.993,5,shrub,Added,5.5,,,,4,,4,8,2,4,,,,,,
initial,99,MojavePreserve,9,34.697816,-115.684347,783.993,5,open,Added,9,,,,3,3,2,8,3,2.666666667,,,,,,
initial,100,MojavePreserve,10,34.697789,-115.684413,783.246,5,shrub,Ambient,6.4,,,,3,1,2,6,3,2,,,,,,
initial,100,MojavePreserve,10,34.697789,-115.684413,783.246,5,open,Ambient,7.1,,,,5,2,,7,2,3.5,,,,,,
initial,101,MojavePreserve,11,34.697757,-115.684349,783.06,5,shrub,Added,6.3,,,,1,,1,2,2,1,,,,,,
initial,101,MojavePreserve,11,34.697757,-115.684349,783.06,5,open,Added,5.2,,,,3,,12,15,2,7.5,,,,,,
initial,102,MojavePreserve,12,34.697715,-115.684375,783.041,5,shrub,Ambient,4,,,,6,11,5,22,3,7.333333333,,,,,,
initial,102,MojavePreserve,12,34.697715,-115.684375,783.041,5,open,Ambient,8.6,,,,4,3,1,8,3,2.666666667,,,,,,
initial,103,MojavePreserve,13,34.697623,-115.684419,783.172,5,shrub,Added,7.4,,,,1,,5,6,2,3,,,,,,
initial,103,MojavePreserve,13,34.697623,-115.684419,783.172,5,open,Added,6.7,,,,4,,2,6,2,3,,,,,,
initial,104,MojavePreserve,14,34.697637,-115.684476,782.668,5,shrub,Ambient,5.4,,,,4,1,2,7,3,2.333333333,,,,,,
initial,104,MojavePreserve,14,34.697637,-115.684476,782.668,5,open,Ambient,6.4,,,,,3,,3,1,3,,,,,,
initial,105,MojavePreserve,15,34.697557,-115.684431,782.584,5,shrub,Added,4,,,,,,,0,0,0,,,,,,
initial,105,MojavePreserve,15,34.697557,-115.684431,782.584,5,open,Added,7.1,,,,8,2,,10,2,5,,,,,,
initial,106,MojavePreserve,16,34.697474,-115.684322,781.875,5,shrub,Ambient,7.4,,,,3,5,1,9,3,3,,,,,,
initial,106,MojavePreserve,16,34.697474,-115.684322,781.875,5,open,Ambient,4.6,,,,13,1,2,16,3,5.333333333,,,,,,
initial,107,MojavePreserve,17,34.697346,-115.684312,783.013,5,shrub,Added,4.7,,,,3,5,1,9,3,3,,,,,,
initial,107,MojavePreserve,17,34.697346,-115.684312,783.013,5,open,Added,8,,,,5,5,16,26,3,8.666666667,,,,,,
initial,108,MojavePreserve,18,34.697301,-115.684342,782.369,5,shrub,Ambient,6,,,,2,,,2,1,2,,,,,,
initial,108,MojavePreserve,18,34.697301,-115.684342,782.369,5,open,Ambient,6.6,,,,3,9,1,13,3,4.333333333,,,,,,
initial,109,MojavePreserve,19,34.697179,-115.684321,781.343,5,shrub,Added,7.2,,,,1,2,,3,2,1.5,,,,,,
initial,109,MojavePreserve,19,34.697179,-115.684321,781.343,5,open,Added,8.6,,,,11,12,7,30,3,10,,,,,,
initial,110,MojavePreserve,20,34.697142,-115.68429,781.082,5,shrub,Ambient,4,,,,1,3,6,10,3,3.333333333,,,,,,
initial,110,MojavePreserve,20,34.697142,-115.68429,781.082,5,open,Ambient,6.8,,,,7,1,2,10,3,3.333333333,,,,,,
initial,111,MojavePreserve,21,34.69721298,-115.684176,770.780457,5,shrub,Added,10.8,,,,1,,6,7,2,3.5,,,,,,
initial,111,MojavePreserve,21,34.69721298,-115.684176,770.780457,5,open,Added,7,,,,5,5,,10,2,5,,,,,,
initial,112,MojavePreserve,22,34.69729101,-115.684086,770.967102,5,shrub,Ambient,8.7,,,,11,3,,14,2,7,,,,,,
initial,112,MojavePreserve,22,34.69729101,-115.684086,770.967102,5,open,Ambient,8.2,,,,1,5,7,13,3,4.333333333,,,,,,
initial,113,MojavePreserve,23,34.69745203,-115.683817,773.934265,5,shrub,Added,10.2,,,,1,5,,6,2,3,,,,,,
initial,113,MojavePreserve,23,34.69745203,-115.683817,773.934265,5,open,Added,0,,,,,,,0,0,0,,,,,,
initial,114,MojavePreserve,24,34.69748296,-115.683775,773.094482,5,shrub,Ambient,5.3,,,,13,3,,16,2,8,,,,,,
initial,114,MojavePreserve,24,34.69748296,-115.683775,773.094482,5,open,Ambient,5.6,,,,2,3,2,7,3,2.333333333,,,,,,
initial,115,MojavePreserve,25,34.69747902,-115.683714,773.999573,5,shrub,Added,7.3,,,,4,4,3,11,3,3.666666667,,,,,,
initial,115,MojavePreserve,25,34.69747902,-115.683714,773.999573,5,open,Added,10.4,,,,11,6,7,24,3,8,,,,,,
initial,116,MojavePreserve,26,34.69754599,-115.68368,774.503418,5,shrub,Ambient,6,,,,1,2,1,4,3,1.333333333,,,,,,
initial,116,MojavePreserve,26,34.69754599,-115.68368,774.503418,5,open,Ambient,0,,,,2,6,6,14,3,4.666666667,,,,,,
initial,117,MojavePreserve,27,34.69761397,-115.683597,774.876648,5,shrub,Added,4.8,,,,4,6,1,11,3,3.666666667,,,,,,
initial,117,MojavePreserve,27,34.69761397,-115.683597,774.876648,5,open,Added,0,,,,,,,0,0,0,,,,,,
initial,118,MojavePreserve,28,34.69764104,-115.683623,775.02594,5,shrub,Ambient,7.6,,,,,5,6,11,2,5.5,,,,,,
initial,118,MojavePreserve,28,34.69764104,-115.683623,775.02594,5,open,Ambient,0,,,,,,,0,0,0,,,,,,
initial,119,MojavePreserve,29,34.69768899,-115.683718,774.960632,5,shrub,Added,3.6,,,,4,5,5,14,3,4.666666667,,,,,,
initial,119,MojavePreserve,29,34.69768899,-115.683718,774.960632,5,open,Added,4,,,,,,,0,0,0,,,,,,
initial,120,MojavePreserve,30,34.69771698,-115.683715,775.072571,5,shrub,Ambient,5.8,,,,4,2,2,8,3,2.666666667,,,,,,
initial,120,MojavePreserve,30,34.69771698,-115.683715,775.072571,5,open,Ambient,0,,,,,,,0,0,0,,,,,,
initial,121,SheepholeValley,1,34.205676,-115.719676,545.92,6,shrub,Added,4,,,,8,5,12,25,3,8.333333333,,,,,,
initial,121,SheepholeValley,1,34.205676,-115.719676,545.92,6,open,Added,2.4,,,,19,,3,22,2,11,,,,,,
initial,122,SheepholeValley,2,34.205739,-115.719518,546.573,6,shrub,Ambient,2.4,,,,5,,4,9,2,4.5,,,,,,
initial,122,SheepholeValley,2,34.205739,-115.719518,546.573,6,open,Ambient,4.1,,,,3,3,11,17,3,5.666666667,,,,,,
initial,123,SheepholeValley,3,34.205653,-115.719417,546.629,6,shrub,Added,2.1,,,,,,3,3,1,3,,,,,,
initial,123,SheepholeValley,3,34.205653,-115.719417,546.629,6,open,Added,4,,,,7,,2,9,2,4.5,,,,,,
initial,124,SheepholeValley,4,34.20559,-115.719219,546.247,6,shrub,Ambient,0,,,,2,18,,20,2,10,,,,,,
initial,124,SheepholeValley,4,34.20559,-115.719219,546.247,6,open,Ambient,4,,,,4,17,25,46,3,15.33333333,,,,,,
initial,125,SheepholeValley,5,34.205634,-115.719167,546.517,6,shrub,Added,4.4,,,,,,,0,0,0,,,,,,
initial,125,SheepholeValley,5,34.205634,-115.719167,546.517,6,open,Added,3,,,,,3,,3,1,3,,,,,,
initial,126,SheepholeValley,6,34.205581,-115.718991,546.293,6,shrub,Ambient,3.5,,,,1,,2,3,2,1.5,,,,,,
initial,126,SheepholeValley,6,34.205581,-115.718991,546.293,6,open,Ambient,4,,,,,8,,8,1,8,,,,,,
initial,127,SheepholeValley,7,34.205614,-115.718967,545.892,6,shrub,Added,0.8,,,,2,3,15,20,3,6.666666667,,,,,,
initial,127,SheepholeValley,7,34.205614,-115.718967,545.892,6,open,Added,3.8,,,,,1,6,7,2,3.5,,,,,,
initial,128,SheepholeValley,8,34.205545,-115.718968,545.743,6,shrub,Ambient,3,,,,6,,7,13,2,6.5,,,,,,
initial,128,SheepholeValley,8,34.205545,-115.718968,545.743,6,open,Ambient,3.4,,,,13,5,2,20,3,6.666666667,,,,,,
initial,129,SheepholeValley,9,34.20572,-115.71875,546.508,6,shrub,Added,2.3,,,,18,,,18,1,18,,,,,,
initial,129,SheepholeValley,9,34.20572,-115.71875,546.508,6,open,Added,4.2,,,,3,8,13,24,3,8,,,,,,
initial,130,SheepholeValley,10,34.205769,-115.718717,546.909,6,shrub,Ambient,3.2,,,,,1,12,13,2,6.5,,,,,,
initial,130,SheepholeValley,10,34.205769,-115.718717,546.909,6,open,Ambient,2.2,,,,3,1,5,9,3,3,,,,,,
initial,131,SheepholeValley,11,34.205796,-115.718632,547.133,6,shrub,Added,1.4,,,,,,,0,0,0,,,,,,
initial,131,SheepholeValley,11,34.205796,-115.718632,547.133,6,open,Added,6,,,,1,7,5,13,3,4.333333333,,,,,,
initial,132,SheepholeValley,12,34.205945,-115.71861,547.889,6,shrub,Ambient,2,,,,,,15,15,1,15,,,,,,
initial,132,SheepholeValley,12,34.205945,-115.71861,547.889,6,open,Ambient,0,,,,,,2,2,1,2,,,,,,
initial,133,SheepholeValley,13,34.20611,-115.718718,548.458,6,shrub,Added,3,,,,,,,0,0,0,,,,,,
initial,133,SheepholeValley,13,34.20611,-115.718718,548.458,6,open,Added,3.2,,,,1,,,1,1,1,,,,,,
initial,134,SheepholeValley,14,34.206259,-115.718993,549.531,6,shrub,Ambient,0,,,,,,4,4,1,4,,,,,,
initial,134,SheepholeValley,14,34.206259,-115.718993,549.531,6,open,Ambient,0,,,,1,6,8,15,3,5,,,,,,
initial,135,SheepholeValley,15,34.206319,-115.719174,550.007,6,shrub,Added,0,,,,,,,0,0,0,,,,,,
initial,135,SheepholeValley,15,34.206319,-115.719174,550.007,6,open,Added,2.6,,,,,5,3,8,2,4,,,,,,
initial,136,SheepholeValley,16,34.206313,-115.719359,550.38,6,shrub,Ambient,3.1,,,,,4,,4,1,4,,,,,,
initial,136,SheepholeValley,16,34.206313,-115.719359,550.38,6,open,Ambient,0,,,,,3,,3,1,3,,,,,,
initial,137,SheepholeValley,17,34.206284,-115.719578,549.942,6,shrub,Added,2.6,,,,1,1,1,3,3,1,,,,,,
initial,137,SheepholeValley,17,34.206284,-115.719578,549.942,6,open,Added,0,,,,,,,0,0,0,,,,,,
initial,138,SheepholeValley,18,34.206254,-115.719625,550.156,6,shrub,Ambient,1.6,,,,,,6,6,1,6,,,,,,
initial,138,SheepholeValley,18,34.206254,-115.719625,550.156,6,open,Ambient,0.2,,,,,,,0,0,0,,,,,,
initial,139,SheepholeValley,19,34.206268,-115.719703,549.456,6,shrub,Added,2.4,,,,11,7,2,20,3,6.666666667,,,,,,
initial,139,SheepholeValley,19,34.206268,-115.719703,549.456,6,open,Added,4.3,,,,,6,1,7,2,3.5,,,,,,
initial,140,SheepholeValley,20,34.206183,-115.719774,549.195,6,shrub,Ambient,3.5,,,,16,1,21,38,3,12.66666667,,,,,,
initial,140,SheepholeValley,20,34.206183,-115.719774,549.195,6,open,Ambient,4.6,,,,9,5,3,17,3,5.666666667,,,,,,
initial,141,SheepholeValley,21,34.20649596,-115.719377,598.358582,6,shrub,Added,2,,,,12,3,,15,2,7.5,,,,,,
initial,141,SheepholeValley,21,34.20649596,-115.719377,598.358582,6,open,Added,2.5,,,,12,,1,13,2,6.5,,,,,,
initial,142,SheepholeValley,22,34.206516,-115.719238,597.864075,6,shrub,Ambient,2.6,,,,4,2,9,15,3,5,,,,,,
initial,142,SheepholeValley,22,34.206516,-115.719238,597.864075,6,open,Ambient,4.3,,,,,2,,2,1,2,,,,,,
initial,143,SheepholeValley,23,34.20664097,-115.719077,599.412964,6,shrub,Added,4.5,,,,5,4,2,11,3,3.666666667,,,,,,
initial,143,SheepholeValley,23,34.20664097,-115.719077,599.412964,6,open,Added,0.6,,,,,,,0,0,0,,,,,,
initial,144,SheepholeValley,24,34.20678003,-115.71917,600.159424,6,shrub,Ambient,3.4,,,,,9,8,17,2,8.5,,,,,,
initial,144,SheepholeValley,24,34.20678003,-115.71917,600.159424,6,open,Ambient,5.6,,,,5,8,6,19,3,6.333333333,,,,,,
initial,145,SheepholeValley,25,34.20663703,-115.719189,597.901428,6,shrub,Added,2,,,,15,1,8,24,3,8,,,,,,
initial,145,SheepholeValley,25,34.20663703,-115.719189,597.901428,6,open,Added,3.5,,,,,,,0,0,0,,,,,,
initial,146,SheepholeValley,26,34.206589,-115.719262,597.40686,6,shrub,Ambient,2.2,,,,1,8,18,27,3,9,,,,,,
initial,146,SheepholeValley,26,34.206589,-115.719262,597.40686,6,open,Ambient,3.2,,,,7,,,7,1,7,,,,,,
initial,147,SheepholeValley,27,34.20658599,-115.719494,595.820679,6,shrub,Added,3.6,,,,,,,0,0,0,,,,,,
initial,147,SheepholeValley,27,34.20658599,-115.719494,595.820679,6,open,Added,5.2,,,,,,8,8,1,8,,,,,,
initial,148,SheepholeValley,28,34.20657601,-115.719791,595.410095,6,shrub,Ambient,3.8,,,,15,7,9,31,3,10.33333333,,,,,,
initial,148,SheepholeValley,28,34.20657601,-115.719791,595.410095,6,open,Ambient,2.2,,,,,8,,8,1,8,,,,,,
initial,149,SheepholeValley,29,34.20655103,-115.719879,595.568726,6,shrub,Added,1.8,,,,4,,1,5,2,2.5,,,,,,
initial,149,SheepholeValley,29,34.20655103,-115.719879,595.568726,6,open,Added,3.8,,,,4,,,4,1,4,,,,,,
initial,150,SheepholeValley,30,34.20661398,-115.719893,596.343201,6,shrub,Ambient,4.5,,,,,,,0,0,0,,,,,,
initial,150,SheepholeValley,30,34.20661398,-115.719893,596.343201,6,open,Ambient,1.6,,,,,22,,22,1,22,,,,,,
initial,151,Tecopa,1,35.85151504,-116.186706,699.456665,7,shrub,Added,6.2,,,,,,,0,0,0,,,,,,
initial,151,Tecopa,1,35.85151504,-116.186706,699.456665,7,open,Added,8.6,,,,1,1,4,6,3,2,,,,,,
initial,152,Tecopa,2,35.85144698,-116.186709,699.577942,7,shrub,Ambient,5,,,,1,2,1,4,3,1.333333333,,,,,,
initial,152,Tecopa,2,35.85144698,-116.186709,699.577942,7,open,Ambient,10.6,,,,1,,1,2,2,1,,,,,,
initial,153,Tecopa,3,35.85141303,-116.186732,700.259094,7,shrub,Added,5.4,,,,,,,0,0,0,,,,,,
initial,153,Tecopa,3,35.85141303,-116.186732,700.259094,7,open,Added,5,,,,,4,1,5,2,2.5,,,,,,
initial,154,Tecopa,4,35.85134204,-116.186611,700.893616,7,shrub,Ambient,7,,,,,,,0,0,0,,,,,,
initial,154,Tecopa,4,35.85134204,-116.186611,700.893616,7,open,Ambient,8.3,,,,,1,,1,1,1,,,,,,
initial,155,Tecopa,5,35.85130398,-116.186551,700.147156,7,shrub,Added,9.3,,,,4,,,4,1,4,,,,,,
initial,155,Tecopa,5,35.85130398,-116.186551,700.147156,7,open,Added,10,,,,,,3,3,1,3,,,,,,
initial,156,Tecopa,6,35.85127297,-116.186618,699.680603,7,shrub,Ambient,4.4,,,,3,2,4,9,3,3,,,,,,
initial,156,Tecopa,6,35.85127297,-116.186618,699.680603,7,open,Ambient,6,,,,,1,4,5,2,2.5,,,,,,
initial,157,Tecopa,7,35.85121002,-116.186577,700.753601,7,shrub,Added,8.6,,,,5,,2,7,2,3.5,,,,,,
initial,157,Tecopa,7,35.85121002,-116.186577,700.753601,7,open,Added,8.7,,,,1,1,,2,2,1,,,,,,
initial,158,Tecopa,8,35.851178,-116.186536,700.92157,7,shrub,Ambient,6.2,,,,1,,,1,1,1,,,,,,
initial,158,Tecopa,8,35.851178,-116.186536,700.92157,7,open,Ambient,7.4,,,,4,1,1,6,3,2,,,,,,
initial,159,Tecopa,9,35.85116702,-116.186409,702.209229,7,shrub,Added,7.2,,,,,1,,1,1,1,,,,,,
initial,159,Tecopa,9,35.85116702,-116.186409,702.209229,7,open,Added,6.8,,,,1,1,2,4,3,1.333333333,,,,,,
initial,160,Tecopa,10,35.85126501,-116.186258,702.965027,7,shrub,Ambient,6.1,,,,6,,1,7,2,3.5,,,,,,
initial,160,Tecopa,10,35.85126501,-116.186258,702.965027,7,open,Ambient,7.4,,,,2,1,1,4,3,1.333333333,,,,,,
initial,161,Tecopa,11,35.85122896,-116.186248,702.806396,7,shrub,Added,7.4,,,,2,1,,3,2,1.5,,,,,,
initial,161,Tecopa,11,35.85122896,-116.186248,702.806396,7,open,Added,4,,,,,,,0,0,0,,,,,,
initial,162,Tecopa,12,35.85118303,-116.186279,704.103333,7,shrub,Ambient,5.8,,,,,,1,1,1,1,,,,,,
initial,162,Tecopa,12,35.85118303,-116.186279,704.103333,7,open,Ambient,3.5,,,,,,2,2,1,2,,,,,,
initial,163,Tecopa,13,35.85115202,-116.186355,704.373962,7,shrub,Added,6.8,,,,,,,0,0,0,,,,,,
initial,163,Tecopa,13,35.85115202,-116.186355,704.373962,7,open,Added,5.4,,,,,,,0,0,0,,,,,,
initial,164,Tecopa,14,35.85107901,-116.186469,705.465637,7,shrub,Ambient,3.4,,,,,,1,1,1,1,,,,,,
initial,164,Tecopa,14,35.85107901,-116.186469,705.465637,7,open,Ambient,6.6,,,,3,1,1,5,3,1.666666667,,,,,,
initial,165,Tecopa,15,35.85107801,-116.186557,705.017761,7,shrub,Added,5,,,,,1,,1,1,1,,,,,,
initial,165,Tecopa,15,35.85107801,-116.186557,705.017761,7,open,Added,4.7,,,,1,1,,2,2,1,,,,,,
initial,166,Tecopa,16,35.85101699,-116.186626,706.52002,7,shrub,Ambient,2.8,,,,6,,1,7,2,3.5,,,,,,
initial,166,Tecopa,16,35.85101699,-116.186626,706.52002,7,open,Ambient,3.6,,,,1,,,1,1,1,,,,,,
initial,167,Tecopa,17,35.85115504,-116.186732,706.641296,7,shrub,Added,5,,,,2,,,2,1,2,,,,,,
initial,167,Tecopa,17,35.85115504,-116.186732,706.641296,7,open,Added,7.5,,,,,,3,3,1,3,,,,,,
initial,168,Tecopa,18,35.85123399,-116.186729,707.593018,7,shrub,Ambient,5.2,,,,,,1,1,1,1,,,,,,
initial,168,Tecopa,18,35.85123399,-116.186729,707.593018,7,open,Ambient,7.1,,,,2,2,3,7,3,2.333333333,,,,,,
initial,169,Tecopa,19,35.851236,-116.186802,707.658325,7,shrub,Added,4.4,,,,,,,0,0,0,,,,,,
initial,169,Tecopa,19,35.851236,-116.186802,707.658325,7,open,Added,1.8,,,,2,,3,5,2,2.5,,,,,,
initial,170,Tecopa,20,35.85130499,-116.186857,445.727142,7,shrub,Ambient,3.6,,,,1,1,1,3,3,1,,,,,,
initial,170,Tecopa,20,35.85130499,-116.186857,445.727142,7,open,Ambient,5.3,,,,,,5,5,1,5,,,,,,
initial,171,Tecopa,21,35.85133298,-116.186796,446.249664,7,shrub,Added,7.2,,,,4,3,6,13,3,4.333333333,,,,,,
initial,171,Tecopa,21,35.85133298,-116.186796,446.249664,7,open,Added,5.6,,,,,1,2,3,2,1.5,,,,,,
initial,172,Tecopa,22,35.85139702,-116.186855,447.173401,7,shrub,Ambient,5.5,,,,4,4,5,13,3,4.333333333,,,,,,
initial,172,Tecopa,22,35.85139702,-116.186855,447.173401,7,open,Ambient,6.8,,,,,,,0,0,0,,,,,,
initial,173,Tecopa,23,35.85144698,-116.186894,447.453339,7,shrub,Added,4.8,,,,1,1,,2,2,1,,,,,,
initial,173,Tecopa,23,35.85144698,-116.186894,447.453339,7,open,Added,5.9,,,,1,,,1,1,1,,,,,,
initial,174,Tecopa,24,35.85145896,-116.186836,448.768951,7,shrub,Ambient,5.8,,,,4,,1,5,2,2.5,,,,,,
initial,174,Tecopa,24,35.85145896,-116.186836,448.768951,7,open,Ambient,5,,,,,1,2,3,2,1.5,,,,,,
initial,175,Tecopa,25,35.85150297,-116.186831,448.712982,7,shrub,Added,5.4,,,,2,1,,3,2,1.5,,,,,,
initial,175,Tecopa,25,35.85150297,-116.186831,448.712982,7,open,Added,2.1,,,,2,,1,3,2,1.5,,,,,,
initial,176,Tecopa,26,35.85151898,-116.186943,449.011566,7,shrub,Ambient,6.2,,,,1,,,1,1,1,,,,,,
initial,176,Tecopa,26,35.85151898,-116.186943,449.011566,7,open,Ambient,6.6,,,,,,,0,0,0,,,,,,
initial,177,Tecopa,27,35.85147103,-116.186939,447.863892,7,shrub,Added,5.5,,,,2,2,,4,2,2,,,,,,
initial,177,Tecopa,27,35.85147103,-116.186939,447.863892,7,open,Added,7.5,,,,,1,,1,1,1,,,,,,
initial,178,Tecopa,28,35.85152702,-116.186952,449.020874,7,shrub,Ambient,6,,,,,,1,1,1,1,,,,,,
initial,178,Tecopa,28,35.85152702,-116.186952,449.020874,7,open,Ambient,3.8,,,,,,,0,0,0,,,,,,
initial,179,Tecopa,29,35.85167698,-116.187015,448.918243,7,shrub,Added,6.5,,,,1,1,,2,2,1,,,,,,
initial,179,Tecopa,29,35.85167698,-116.187015,448.918243,7,open,Added,4.6,,,,2,,1,3,2,1.5,,,,,,
initial,180,Tecopa,30,35.85101,-116.18721,449.020874,7,shrub,Ambient,5.1,,,,,,,0,0,0,,,,,,
initial,180,Tecopa,30,35.85101,-116.18721,449.020874,7,open,Ambient,2.8,,,,,1,1,2,2,1,,,,,,
initial,181,TejonRanch,1,34.875994,-118.60246,1118.022,3,shrub,Added,7,,,,0,0,0,0,0,0,,,,,,
initial,181,TejonRanch,1,34.875994,-118.60246,1118.022,3,open,Added,9.1,,,,0,0,0,0,0,0,,,,,,
initial,182,TejonRanch,2,34.875953,-118.602484,1118.05,3,shrub,Ambient,6.2,,,,0,0,2,2,1,2,,,,,,
initial,182,TejonRanch,2,34.875953,-118.602484,1118.05,3,open,Ambient,8.4,,,,0,1,8,9,2,4.5,,,,,,
initial,183,TejonRanch,3,34.875926,-118.602516,1117.63,3,shrub,Added,7.6,,,,0,1,0,1,1,1,,,,,,
initial,183,TejonRanch,3,34.875926,-118.602516,1117.63,3,open,Added,8,,,,0,3,0,3,1,3,,,,,,
initial,184,TejonRanch,4,34.875925,-118.602469,1117.509,3,shrub,Ambient,10.2,,,,0,2,4,6,2,3,,,,,,
initial,184,TejonRanch,4,34.875925,-118.602469,1117.509,3,open,Ambient,9.1,,,,0,0,0,0,0,0,,,,,,
initial,185,TejonRanch,5,34.875889,-118.602501,1117.434,3,shrub,Added,9.4,,,,0,2,8,10,2,5,,,,,,
initial,185,TejonRanch,5,34.875889,-118.602501,1117.434,3,open,Added,7.4,,,,1,0,3,4,2,2,,,,,,
initial,186,TejonRanch,6,34.875843,-118.602494,1117.341,3,shrub,Ambient,7.2,,,,0,0,15,15,1,15,,,,,,
initial,186,TejonRanch,6,34.875843,-118.602494,1117.341,3,open,Ambient,6.5,,,,0,0,4,4,1,4,,,,,,
initial,187,TejonRanch,7,34.875829,-118.602447,1117.201,3,shrub,Added,5.2,,,,0,0,13,13,1,13,,,,,,
initial,187,TejonRanch,7,34.875829,-118.602447,1117.201,3,open,Added,7.6,,,,0,1,0,1,1,1,,,,,,
initial,188,TejonRanch,8,34.875822,-118.602389,1116.511,3,shrub,Ambient,7.2,,,,0,0,7,7,1,7,,,,,,
initial,188,TejonRanch,8,34.875822,-118.602389,1116.511,3,open,Ambient,9.8,,,,0,0,1,1,1,1,,,,,,
initial,189,TejonRanch,9,34.875737,-118.602331,1115.802,3,shrub,Added,7.1,,,,1,3,0,4,2,2,,,,,,
initial,189,TejonRanch,9,34.875737,-118.602331,1115.802,3,open,Added,7.9,,,,3,1,1,5,3,1.666666667,,,,,,
initial,190,TejonRanch,10,34.87552,-118.602249,1114.514,3,shrub,Ambient,8.6,,,,0,1,3,4,2,2,,,,,,
initial,190,TejonRanch,10,34.87552,-118.602249,1114.514,3,open,Ambient,10.1,,,,0,0,1,1,1,1,,,,,,
initial,191,TejonRanch,11,34.876,-118.602661,1116.371,3,shrub,Added,8.4,,,,0,0,0,0,0,0,,,,,,
initial,191,TejonRanch,11,34.876,-118.602661,1116.371,3,open,Added,6.6,,,,0,0,1,1,1,1,,,,,,
initial,192,TejonRanch,12,34.876069,-118.60274,1116.949,3,shrub,Ambient,10.2,,,,0,0,8,8,1,8,,,,,,
initial,192,TejonRanch,12,34.876069,-118.60274,1116.949,3,open,Ambient,11,,,,0,4,2,6,2,3,,,,,,
initial,193,TejonRanch,13,34.876045,-118.602807,1117.434,3,shrub,Added,7.6,,,,0,1,0,1,1,1,,,,,,
